corpus,intcode,segment,prt_wd,cld_wd,kwd_wd,speakers,subjects,relations,objects,texts,AEO_cat,full_name,URL,speaker_image_in_drive? (Yes/No),context(timestamp),context (segment_number),Notes
Shoah,9875,7,disc,discriminatory measures,anti Jewish measures,WC,we,were thrown,out of public schools,So we were thrown out of public schools.,Agency_Passive,Werner Coppel,https://vhaonline.usc.edu/viewingPage?testimonyID=9029&returnIndex=0,Yes,,,
Shoah,9875,7,disc,discriminatory measures,anti Jewish measures,WC,All these places,would have,signs Juden Jews dogs forbidden,"All these places would have signs on, Juden Jews and dogs forbidden.",Agency_Speculative/Modal,Werner Coppel,https://vhaonline.usc.edu/viewingPage?testimonyID=9029&returnIndex=0,Yes,,,
Shoah,9875,17,disc,discriminatory measures,anti Jewish measures,WC,the one for Jews,had to be marked,with the letter J,"And -- and I recall, in1936, when we got our first marking, where all -- where Jewish identification cards, carried by Jews -- and everybody had to carry identification cards, but the one for Jews had to be marked with the letter J, representing the German word Jude, Jew.",Agency_Coercion/Necessity,Werner Coppel,https://vhaonline.usc.edu/viewingPage?testimonyID=9029&returnIndex=0,Yes,,,
Shoah,9899,25,disc,discriminatory measures,anti Jewish measures,AK,my mother,had to sew,the Star of David on all our clothes,"So in big pain, in the tremendous pain, my mother had to sew the Star on -- of David on all our clothes.",Agency_Coercion/Necessity,Anita Karl,https://vhaonline.usc.edu/viewingPage?testimonyID=8984&returnIndex=0,Yes,,,
Shoah,9943,61,disc,personal prejudice,antisemitism,AS,they,started sometimes to break,the windows in Jewish stores,And they started sometimes to break the windows in Jewish stores.,Agency_Active,Alberta Szalita,https://vhaonline.usc.edu/viewingPage?testimonyID=9344&returnIndex=0,Yes,,,
Shoah,9993,17,disc,discriminatory measures,anti Jewish measures,AJ,you,had to wear,the Jewish star with the word Jood  ,"And, of course, we -- at that time, when you were six years old or older, you had to wear the Jewish star with the word -- the yellow star -- you' ve seen it -- with the word' Jood.' That is Jew in -- in Dutch -- J- O- O- D.",Agency_Coercion/Necessity,Ann Jenner,https://vhaonline.usc.edu/viewingPage?testimonyID=9712&returnIndex=0,Yes,,,
Shoah,9995,25,disc,discriminatory measures,anti Jewish measures,EH,they,closed,all the bank accounts,But they closed all the bank accounts.,Agency_Active,Erna Hilfstein,https://vhaonline.usc.edu/viewingPage?testimonyID=9308&returnIndex=0,Yes,,,
Shoah,10065,15,disc,personal prejudice,school antisemitism,HS,stones,were thrown,at us,And it was -- we -- stones were thrown at us.,Agency_Passive,Henry Schuster,https://vhaonline.usc.edu/viewingPage?testimonyID=9055&returnIndex=0,Yes,,,
Shoah,10065,15,disc,personal prejudice,school antisemitism,HS,the teacher,encouraged,the children to tie me up against a tree,"And as we came close back into town, the teacher encouraged the children to tie me up against a tree.",Agency_Active,Henry Schuster,https://vhaonline.usc.edu/viewingPage?testimonyID=9055&returnIndex=0,Yes,,,
Shoah,10162,46,disc,discriminatory measures,anti Jewish measures,AF,the Jews,had to wear,already a yellow star on everything all the garments,"But the Jews had to wear already yellow -- a yellow star on everything, all the garments.",Agency_Coercion/Necessity,Aniko Friedberg,https://vhaonline.usc.edu/viewingPage?testimonyID=9920&returnIndex=0,Yes,,,
Shoah,10297,27,disc,discriminatory measures,anti Jewish measures,SS,We,had to wear,a Star of David on our left side a Star of David on our backs,We had to wear a Star of David on our left side and a Star of David on our backs.,Agency_Coercion/Necessity,Sasha Semenoff,https://vhaonline.usc.edu/viewingPage?testimonyID=9355&returnIndex=0,yes,25:43 - 26:04,27,
Shoah,10297,27,disc,discriminatory measures,anti Jewish measures,SS,We,had to walk,in the gutter,We had to walk in the gutter.,Agency_Coercion/Necessity,Sasha Semenoff,https://vhaonline.usc.edu/viewingPage?testimonyID=9355&returnIndex=0,yes,26:04 - 26:27,27,
Shoah,10297,27,disc,discriminatory measures,anti Jewish measures,SS,We,could not go,to school,We couldn't go to school.,Agency_Speculative/Modal,Sasha Semenoff,https://vhaonline.usc.edu/viewingPage?testimonyID=9355&returnIndex=0,yes,26:04 - 26:27,27,
Shoah,10297,27,disc,discriminatory measures,anti Jewish measures,SS,We,could not go,to work,We couldn't go to work.,Agency_Speculative/Modal,Sasha Semenoff,https://vhaonline.usc.edu/viewingPage?testimonyID=9355&returnIndex=0,yes,26:04 - 26:27,27,
Shoah,10297,27,disc,discriminatory measures,anti Jewish measures,SS,We,could not walk,on the sidewalk,We couldn't walk on the sidewalk.,Agency_Speculative/Modal,Sasha Semenoff,https://vhaonline.usc.edu/viewingPage?testimonyID=9355&returnIndex=0,yes,26:04 - 26:27,27,
Shoah,10297,27,disc,discriminatory measures,anti Jewish measures,SS,We,would walk,in the gutter,We'd walk in the gutter.,Agency_Speculative/Modal,Sasha Semenoff,https://vhaonline.usc.edu/viewingPage?testimonyID=9355&returnIndex=0,yes,26:04 - 26:27,27,
Shoah,10353,5,disc,personal prejudice,school antisemitism,AD,they,would shove,you off the sidewalks ,"They would call you names, they would shove you off the sidewalks, they would -- those people that had the beards and peyots, you know, would pull them by the beards.",Agency_Speculative/Modal,Alexander Davis,https://vhaonline.usc.edu/viewingPage?testimonyID=13212&returnIndex=0,yes,3:45 - 4:21,5,
Shoah,10353,5,disc,personal prejudice,school antisemitism,AD,they,would call,you dirty Jew stinky Jew,"And there were always brawlings going on, and they would call you dirty Jew and stinky Jew.",Agency_Speculative/Modal,Alexander Davis,https://vhaonline.usc.edu/viewingPage?testimonyID=13212&returnIndex=0,yes,4:21 - 5:08,5,
Shoah,10353,25,disc,discriminatory measures,anti Jewish measures,AD,all the anti- Jewish laws,were handed,out with a yellow star to be affixed under the threat of death,"And within one week, all the anti- Jewish laws were handed out with a yellow star to be affixed under the threat of death.",Agency_Passive,Alexander Davis,https://vhaonline.usc.edu/viewingPage?testimonyID=13212&returnIndex=0,yes,24:07 - 25:07,25,
Shoah,10353,25,disc,discriminatory measures,anti Jewish measures,AD,a Jew,could not go,on a train,And a Jew could not go on a train any more.,Agency_Speculative/Modal,Alexander Davis,https://vhaonline.usc.edu/viewingPage?testimonyID=13212&returnIndex=0,yes,24:07 - 25:07,25,
Shoah,10406,46,disc,discriminatory measures,anti Jewish measures,LG,the Jews,had to wear,bands,"Now, they would also -- the Germans would also go, suddenly appear in town, and -- and whoever was Jewish -- and, of course, the Jews had to wear bands.",Agency_Coercion/Necessity,Leon Ginsburg,https://vhaonline.usc.edu/viewingPage?testimonyID=9831&returnIndex=0,yes,14:05 - 14:22,45,
Shoah,10447,71,disc,discriminatory measures,Jewish property attacks,UB,They,smeared,that with excreta,They smeared that with excreta and smashed all the windows and wrecked all the furniture.,Agency_Active,Ursula Bruce,https://vhaonline.usc.edu/viewingPage?testimonyID=12428&returnIndex=0,yes,10:23 - 11:13,70,
Shoah,10447,71,disc,discriminatory measures,Jewish property attacks,UB,They,smashed,all the windows,They smeared that with excreta and smashed all the windows and wrecked all the furniture.,Agency_Active,Ursula Bruce,https://vhaonline.usc.edu/viewingPage?testimonyID=12428&returnIndex=0,yes,10:23 - 11:13,70,
Shoah,10447,71,disc,discriminatory measures,Jewish property attacks,UB,They,wrecked,all the furniture,They smeared that with excreta and smashed all the windows and wrecked all the furniture.,Agency_Active,Ursula Bruce,https://vhaonline.usc.edu/viewingPage?testimonyID=12428&returnIndex=0,yes,10:23 - 11:13,70,
Shoah,10459,9,disc,personal prejudice,antisemitism,JL,Windows,were broken,in Jewish homes,Windows were broken in Jewish homes.,Agency_Passive,Jack Lewin,https://vhaonline.usc.edu/viewingPage?testimonyID=9693&returnIndex=0,yes,access site needed,access needed,
Shoah,10564,7,disc,discriminatory measures,anti Jewish measures,NN,Jews,could not drive,a streetcar,Jews could not drive a streetcar.,Agency_Speculative/Modal,Nathan Nothman,https://vhaonline.usc.edu/viewingPage?testimonyID=9793&returnIndex=0,yes,6:10 - 6:52,7,
Shoah,10564,7,disc,discriminatory measures,anti Jewish measures,NN,Jews,could not have,no cars no nothing,"Jews couldn't have no cars, no nothing.",Agency_Speculative/Modal,Nathan Nothman,https://vhaonline.usc.edu/viewingPage?testimonyID=9793&returnIndex=0,yes,6:10 - 6:52,7,
Shoah,10835,5,disc,personal prejudice,antisemitism,RS,We,knew,that we were hated,We knew that we were hated.,Agency_Active,Rosalie Steinweis,https://vhaonline.usc.edu/viewingPage?testimonyID=9980&returnIndex=0,yes,3:17 - 4:05,4,
Shoah,10835,35,disc,discriminatory measures,anti Jewish measures,RS,we,had to wear,a yellow star on our chests,"Then we already had to wear, instead of the white armband with the blue star, we had to wear a yellow star on -- on our chests.",Agency_Coercion/Necessity,Rosalie Steinweis,https://vhaonline.usc.edu/viewingPage?testimonyID=9980&returnIndex=0,yes,4:32 - 5:07,34,
Shoah,10835,35,disc,discriminatory measures,anti Jewish measures,RS,we,had,a curfew,"And, of course, we had a curfew.",Orientation,Rosalie Steinweis,https://vhaonline.usc.edu/viewingPage?testimonyID=9980&returnIndex=0,yes,4:32 - 5:07,35,
Shoah,11000,8,disc,personal prejudice,antisemitism,KM,they,used to sing,these anti- Semitic songs,And they used to sing these anti- Semitic songs.,Agency_Active,Kurt Moses,https://vhaonline.usc.edu/viewingPage?testimonyID=10525&returnIndex=0,yes,6:38 - 7:47,8,
Shoah,11184,24,disc,discriminatory measures,anti Jewish measures,RK,every day you,had,another announcement by the Germans new laws,"But And then every day you had another announcement by the Germans, new laws, new laws.",Orientation,Rose Kohn,https://vhaonline.usc.edu/viewingPage?testimonyID=10513&returnIndex=0,yes,,24,
Shoah,11184,24,disc,discriminatory measures,anti Jewish measures,RK,Then the Jews,have to wear,the armband you know,"Then the Jews have to wear the armband, you know.",Agency_Coercion/Necessity,Rose Kohn,https://vhaonline.usc.edu/viewingPage?testimonyID=10513&returnIndex=0,yes,,24,
Shoah,11272,15,disc,personal prejudice,antisemitism,AG,they,took,a lot of joy out of attacking us Jewish kids,And they took a lot of joy out of attacking us Jewish kids.,Agency_Active,Alex Gross,https://vhaonline.usc.edu/viewingPage?testimonyID=10915&returnIndex=0,yes,,14,
Shoah,11546,38,disc,discriminatory measures,anti Jewish measures,MS,Jews,were thrown,out from their work,"And slowly, Jews were thrown out from their work.",Agency_Passive,Miriam Stillman,https://vhaonline.usc.edu/viewingPage?testimonyID=11393&returnIndex=0,yes,,38,
Shoah,11546,38,disc,discriminatory measures,anti Jewish measures,MS,It,came,a time when we could not even go out to the streets,It came a time when we couldn't even go out to the streets.,Agency_Active,Miriam Stillman,https://vhaonline.usc.edu/viewingPage?testimonyID=11393&returnIndex=0,yes,,38,
Shoah,11546,38,disc,discriminatory measures,anti Jewish measures,MS,We,had to wear,a yellow star with a band on our arms,"And we got -- We had to wear a yellow star on our -- with a band -- on our arms, which was a terribly humiliating thing.",Agency_Coercion/Necessity,Miriam Stillman,https://vhaonline.usc.edu/viewingPage?testimonyID=11393&returnIndex=0,yes,,39,
Shoah,11546,38,disc,discriminatory measures,anti Jewish measures,MS,You,could not walk,in the nights,You couldn't walk in the nights.,Agency_Speculative/Modal,Miriam Stillman,https://vhaonline.usc.edu/viewingPage?testimonyID=11393&returnIndex=0,yes,,39,
Shoah,11693,38,disc,discriminatory measures,Jewish property attacks,RP,I,saw,store windows which had been smashed,And there I saw store windows which had been smashed.,Agency_Active,Rita Pototzky,https://vhaonline.usc.edu/viewingPage?testimonyID=14084&returnIndex=0,yes,,37,
Shoah,11693,38,disc,discriminatory measures,Jewish property attacks,RP,this large synagogue,was,afire,"And on the way to the railroad station, this large synagogue was afire.",Evaluation,Rita Pototzky,https://vhaonline.usc.edu/viewingPage?testimonyID=14084&returnIndex=0,yes,,37,
Shoah,11693,46,disc,discriminatory measures,Jewish property attacks,RP,they,were,young people who were smashing windows,"I mean, they were young people who were smashing windows and -- and writing Jude on the stores, and -- and, you know, don't buy here.",Orientation,Rita Pototzky,https://vhaonline.usc.edu/viewingPage?testimonyID=14084&returnIndex=0,yes,,46,
Shoah,11693,46,disc,discriminatory measures,Jewish property attacks,RP,they,were writing,Jude on the stores you know,"I mean, they were young people who were smashing windows and -- and writing Jude on the stores, and -- and, you know, don't buy here.",Agency_Active,Rita Pototzky,https://vhaonline.usc.edu/viewingPage?testimonyID=14084&returnIndex=0,yes,,46,
Shoah,11723,23,disc,discriminatory measures,anti Jewish measures,AV,every Jew,had to start wearing,a yellow star on the left- hand side 10 centimeters in diameter except children under the age of six,"And at that point, every Jew had to start wearing a yellow star on the left- hand side,10 centimeters in diameter, and -- except children under the age of six.",Agency_Coercion/Necessity,Agnes Vertes,https://vhaonline.usc.edu/viewingPage?testimonyID=12681&returnIndex=0,yes,,23,
Shoah,11771,11,disc,discriminatory measures,anti Jewish measures,ZM,a Jew,should not go,on the sidewalk official announcement,"One day, some difference -- I'd like to say -- orders for the Jewish people, like a Jew shouldn't go on the sidewalk -- should walk on the middle of the streets; announcing on the walls with big, official announcement, Jews should carry over to the authorities furs, silver, gold, livestocks, to the local authorities.",Agency_Speculative/Modal,Zvi Michaeli,https://vhaonline.usc.edu/viewingPage?testimonyID=11340&returnIndex=0,yes,,11,
Shoah,11771,11,disc,discriminatory measures,anti Jewish measures,ZM,Jews,should carry,over to the authorities furs silver gold livestocks to the local authorities,"One day, some difference -- I'd like to say -- orders for the Jewish people, like a Jew shouldn't go on the sidewalk -- should walk on the middle of the streets; announcing on the walls with big, official announcement, Jews should carry over to the authorities furs, silver, gold, livestocks, to the local authorities.",Agency_Speculative/Modal,Zvi Michaeli,https://vhaonline.usc.edu/viewingPage?testimonyID=11340&returnIndex=0,yes,,11,
Shoah,11797,27,disc,personal prejudice,antisemitism,MS,We,could not go,to certain movies,We couldn't go to certain movies.,Agency_Speculative/Modal,Manny Steinberg,https://vhaonline.usc.edu/viewingPage?testimonyID=11191&returnIndex=0,yes,,27,
Shoah,11797,27,disc,personal prejudice,antisemitism,MS,We,could not go,to certain stores,We couldn't go to certain stores.,Agency_Speculative/Modal,Manny Steinberg,https://vhaonline.usc.edu/viewingPage?testimonyID=11191&returnIndex=0,yes,,27,
Shoah,11797,27,disc,personal prejudice,antisemitism,MS,We,could not go,to a certain bank,We couldn't go to a certain bank.,Agency_Speculative/Modal,Manny Steinberg,https://vhaonline.usc.edu/viewingPage?testimonyID=11191&returnIndex=0,yes,,27,
Shoah,11797,27,disc,personal prejudice,antisemitism,MS,We,could not go,certain sections where they of the church,We couldn't go certain sections where they -- of the church.,Agency_Speculative/Modal,Manny Steinberg,https://vhaonline.usc.edu/viewingPage?testimonyID=11191&returnIndex=0,yes,,27,
Shoah,11797,27,disc,personal prejudice,antisemitism,MS,We,could not go,to certain streets you know,"We couldn't go to certain streets -- if there was a lot of non- Jewish people live, you know.",Agency_Speculative/Modal,Manny Steinberg,https://vhaonline.usc.edu/viewingPage?testimonyID=11191&returnIndex=0,yes,,27,
Shoah,11801,6,disc,discriminatory measures,anti Jewish measures,HS,Jewish children,could not go,to public schools,"My earliest recollections are -- well, first of all, although I didn't know it, I went to a Jewish school because after1935, Jewish children could not go to public schools.",Agency_Speculative/Modal,Hilde Scheraga,https://vhaonline.usc.edu/viewingPage?testimonyID=11403&returnIndex=0,yes,,5,
Shoah,11801,6,disc,discriminatory measures,anti Jewish measures,HS,The public schools,were barred,to all Jews,The public schools were barred to all Jews.,Agency_Passive,Hilde Scheraga,https://vhaonline.usc.edu/viewingPage?testimonyID=11403&returnIndex=0,yes,,5,
Shoah,11801,13,disc,discriminatory measures,anti Jewish measures,HS,Most stores,had,Juden verboten Jews forbidden with the swastika,Most stores had Juden verboten -- Jews forbidden -- with the swastika.,Orientation,Hilde Scheraga,https://vhaonline.usc.edu/viewingPage?testimonyID=11403&returnIndex=0,yes,,13,
Shoah,11805,34,disc,personal prejudice,antisemitism,WK,I,wore,the yellow armband,"So when I -- the reason these boys hit me in the head when I was in -- walking, because I wore the yellow armband.",Agency_Active,Walter Kase,https://vhaonline.usc.edu/viewingPage?testimonyID=11187&returnIndex=0,yes,,33,
Shoah,11805,34,disc,personal prejudice,antisemitism,WK,we,wore,a yellow Star of David on the front on the back,"After a while, the yellow -- the yellow armbands were discontinued, and we wore a yellow Star of David on the front and on the back.",Agency_Active,Walter Kase,https://vhaonline.usc.edu/viewingPage?testimonyID=11187&returnIndex=0,yes,,33,
Shoah,11848,34,disc,discriminatory measures,anti Jewish measures,LF,we,were kicked,out of school,"You know, we were kicked out of school, and we were teenagers.",Agency_Passive,Louise Farkas,https://vhaonline.usc.edu/viewingPage?testimonyID=11522&returnIndex=0,yes,,access needed,
Shoah,11998,21,disc,personal prejudice,antisemitism,NL,My father,was beaten,up on the street,My father was beaten up on the street because he was a Jew.,Agency_Passive,Nate Leipciger,https://vhaonline.usc.edu/viewingPage?testimonyID=11511&returnIndex=0,yes,,21,
Shoah,12003,13,disc,discriminatory measures,anti Jewish measures,FG,we,had to wear,the Star of David bands on the left arms,"But that was the beginning of -- what I remember happened afterwards, we had to wear the Star of David bands on the left arms.",Agency_Coercion/Necessity,Frances Gelbart,https://vhaonline.usc.edu/viewingPage?testimonyID=11474&returnIndex=0,yes,,14,
Shoah,12003,13,disc,discriminatory measures,anti Jewish measures,FG,we,could not go,to schools,"Like I mentioned, we couldn't go to schools.",Agency_Speculative/Modal,Frances Gelbart,https://vhaonline.usc.edu/viewingPage?testimonyID=11474&returnIndex=0,yes,,14,
Shoah,12003,13,disc,discriminatory measures,anti Jewish measures,FG,I,remember,I could not go to theaters libraries any public places,"And I remember I couldn't go to theaters, or libraries, or any public places.",Orientation,Frances Gelbart,https://vhaonline.usc.edu/viewingPage?testimonyID=11474&returnIndex=0,yes,,14,
Shoah,12003,13,disc,discriminatory measures,anti Jewish measures,FG,we,could not walk,on the streets,I remember -- - we couldn't walk on the streets.,Agency_Speculative/Modal,Frances Gelbart,https://vhaonline.usc.edu/viewingPage?testimonyID=11474&returnIndex=0,yes,,14,
Shoah,12003,13,disc,discriminatory measures,anti Jewish measures,FG,We,had to walk,on the streets near the gutters,We had to walk on the streets near the gutters.,Agency_Coercion/Necessity,Frances Gelbart,https://vhaonline.usc.edu/viewingPage?testimonyID=11474&returnIndex=0,yes,,14,
Shoah,12248,14,disc,discriminatory measures,anti Jewish measures,RS,they,put,a curfew,They took -- they put a curfew on.,Agency_Active,Rose Schindler,https://vhaonline.usc.edu/viewingPage?testimonyID=11481&returnIndex=0,yes,,15,
Shoah,12248,14,disc,discriminatory measures,anti Jewish measures,RS,we,had,a lot of restrictions,We had -- we had a lot of restrictions.,Orientation,Rose Schindler,https://vhaonline.usc.edu/viewingPage?testimonyID=11481&returnIndex=0,yes,,15,
Shoah,12248,14,disc,discriminatory measures,anti Jewish measures,RS,we,had to wear,the Jewish star on our arms,"Later on, we had to wear the Jewish star on our arms, but that was in the'40s.",Agency_Coercion/Necessity,Rose Schindler,https://vhaonline.usc.edu/viewingPage?testimonyID=11481&returnIndex=0,yes,,15,
Shoah,12248,19,disc,discriminatory measures,anti Jewish measures,RS,if somebody,did have,a radio they would have to hide it in the basement,"And if somebody did have a radio, they would have to hide it in the basement.",Orientation,Rose Schindler,https://vhaonline.usc.edu/viewingPage?testimonyID=11481&returnIndex=0,yes,,21,
Shoah,12494,38,disc,personal prejudice,school antisemitism,AS,the Jews,have to sit,in the last row unless they want to be beaten,"And they made it clear, on the first day that we attended the so- called reception ceremonies, that the Jews have to sit in the last row, unless they want to be beaten up.",Agency_Coercion/Necessity,Arthur Stern,https://vhaonline.usc.edu/viewingPage?testimonyID=12247&returnIndex=0,yes,,39,
Shoah,12506,17,disc,personal prejudice,antisemitism,AS,we,were really isolated,from the Christian community,And then we were really isolated from the Christian community.,Agency_Passive,Alex Stern,https://vhaonline.usc.edu/viewingPage?testimonyID=12466&returnIndex=0,yes,,16,
Shoah,12644,13,disc,discriminatory measures,anti Jewish measures,BZ,somebody,could tell,it was a German we would have to step off the sidewalk and bow,"Then if we' ll walk on the street, and a German soldier or officer, or a German that -- like, somebody could tell it was a German -- walked by, we would have to step off the sidewalk and bow, even with the hat -- to take it off -- as a sign of respect to the master race.",Agency_Speculative/Modal,Bronislaw Zajbert,https://vhaonline.usc.edu/viewingPage?testimonyID=13512&returnIndex=0,yes,,14,
Shoah,12644,13,disc,discriminatory measures,anti Jewish measures,BZ,we,had to wear,the star of David yellow the front the back of our dress clothes the outside our garments,"Well, the, the first one probably was, that we had to wear the star of David -- yellow -- the front and the back of our dress, clothes -- whatever -- on the outside our garments.",Agency_Coercion/Necessity,Bronislaw Zajbert,https://vhaonline.usc.edu/viewingPage?testimonyID=13512&returnIndex=0,yes,,14,
Shoah,12674,47,disc,discriminatory measures,anti Jewish measures,LM,they,made,them clean the streets with toothbrushes,But they made them clean the streets with toothbrushes.,Agency_Active,Liz Manning,https://vhaonline.usc.edu/viewingPage?testimonyID=13944&returnIndex=0,yes,,48,
Shoah,12684,34,disc,discriminatory measures,anti Jewish measures,RA,They,had,signs dogs bicycles Jews not allowed,"They had signs -- dogs, bicycles, and Jews not allowed.",Orientation,Renata Adler,https://vhaonline.usc.edu/viewingPage?testimonyID=12840&returnIndex=0,yes,,34,
Shoah,12968,51,disc,discriminatory measures,anti Jewish measures,FB,Everybody,had to wear,an armband,Everybody had to wear an armband.,Agency_Coercion/Necessity,Frederick Baar,https://vhaonline.usc.edu/viewingPage?testimonyID=14641&returnIndex=0,yes,,51,
Shoah,12968,51,disc,discriminatory measures,anti Jewish measures,FB,Then you,have to turn,in all the silver gold jewelry,Then you have to turn in all the silver and gold and -- and jewelry.,Agency_Coercion/Necessity,Frederick Baar,https://vhaonline.usc.edu/viewingPage?testimonyID=14641&returnIndex=0,yes,,52,
Shoah,12968,51,disc,discriminatory measures,anti Jewish measures,FB,Then you,have to turn,in furs cameras then radios,"Then you have to turn in furs, cameras, then radios.",Agency_Coercion/Necessity,Frederick Baar,https://vhaonline.usc.edu/viewingPage?testimonyID=14641&returnIndex=0,yes,,52,
Shoah,13063,54,disc,discriminatory measures,anti Jewish measures,MT,I,had to put,on a band with a Magen David Star of David,"When I went back to Cracow, first of all I had to put on, since I was already a bar mitzvah age,13, I had to put on a band with a -- with a Magen David, Star of David, that indicated my faith or my Cain's spot, blot.",Agency_Coercion/Necessity,Moshe Taube,https://vhaonline.usc.edu/viewingPage?testimonyID=12991&returnIndex=0,yes,,54,
Shoah,13063,54,disc,discriminatory measures,anti Jewish measures,MT,I,could not ride,in any trolley,"As such, I couldn't ride in any trolley.",Agency_Speculative/Modal,Moshe Taube,https://vhaonline.usc.edu/viewingPage?testimonyID=12991&returnIndex=0,yes,,54,
Shoah,13063,54,disc,discriminatory measures,anti Jewish measures,MT,I,could not take,any buses,I couldn't take any buses.,Agency_Speculative/Modal,Moshe Taube,https://vhaonline.usc.edu/viewingPage?testimonyID=12991&returnIndex=0,yes,,54,
Shoah,13141,15,disc,personal prejudice,antisemitism,RP,they,were singing,songs against the Jews,"And in school, too, you know, they were singing songs against the Jews.",Agency_Active,Richard Pick,https://vhaonline.usc.edu/viewingPage?testimonyID=13776&returnIndex=0,yes,,15,
Shoah,13313,20,disc,discriminatory measures,anti Jewish measures,PG,all Jewish enterprises,had to have,a sign,"The next thing I know was that the -- all Jewish enterprises had to have a sign on -- on their window saying in three languages -- German, Dutch, and French -- Jewish Enterprise.",Agency_Coercion/Necessity,Paul Goldstein,https://vhaonline.usc.edu/viewingPage?testimonyID=12926&returnIndex=0,yes,,20,
Shoah,13313,53,disc,personal prejudice,antisemitism,PG,we,were taught,the Christian prayers the Hail Mary the other prayers,"So we were taught the Christian prayers, the Hail Mary and the other prayers, and we went to mass every Sunday to -- to the other small village of not too far away, and went to church on a regular basis.",Agency_Passive,Paul Goldstein,https://vhaonline.usc.edu/viewingPage?testimonyID=12926&returnIndex=0,yes,,51,
Shoah,13395,71,disc,discriminatory measures,anti Jewish measures,GF,they,sweep,the streets the sidewalks,"And they had them work, sweep the streets, the sidewalks.",Agency_Active,Gerda Frieberg,https://vhaonline.usc.edu/viewingPage?testimonyID=13194&returnIndex=0,yes,,70,
Shoah,13395,71,disc,discriminatory measures,anti Jewish measures,GF,we,had to wear,the Star of David,This is when we start -- had to wear -- that's when we had to wear the Star of David.,Agency_Coercion/Necessity,Gerda Frieberg,https://vhaonline.usc.edu/viewingPage?testimonyID=13194&returnIndex=0,yes,,71,
Shoah,13395,71,disc,discriminatory measures,anti Jewish measures,GF,you,could not leave,your home without it,And you could not leave your home without it.,Agency_Speculative/Modal,Gerda Frieberg,https://vhaonline.usc.edu/viewingPage?testimonyID=13194&returnIndex=0,yes,,71,
Shoah,13395,71,disc,discriminatory measures,anti Jewish measures,GF,any silver,had to be delivered,to the police,"Wedding bands, anything in jewelry, any silver, candlesticks, any silver that was in the house, under threat of death, had to be delivered to the police.",Agency_Coercion/Necessity,Gerda Frieberg,https://vhaonline.usc.edu/viewingPage?testimonyID=13194&returnIndex=0,yes,,72,
Shoah,13395,71,disc,discriminatory measures,anti Jewish measures,GF,They,meticulously made,a list of what you gave them,"They meticulously made a list of what you gave them, and you got the piece of paper that you had delivered all that to them.",Agency_Active,Gerda Frieberg,https://vhaonline.usc.edu/viewingPage?testimonyID=13194&returnIndex=0,yes,,72,
Shoah,13433,35,disc,discriminatory measures,anti Jewish measures,JA,you,have to put,on a yellow star,"Yeah, it went on, but you have to put on a yellow star.",Agency_Coercion/Necessity,Judith Adler,https://vhaonline.usc.edu/viewingPage?testimonyID=13409&returnIndex=0,yes,,35,
Shoah,13433,35,disc,discriminatory measures,anti Jewish measures,JA,we,had to wear,a yellow star,And we had to wear a yellow star.,Agency_Coercion/Necessity,Judith Adler,https://vhaonline.usc.edu/viewingPage?testimonyID=13409&returnIndex=0,yes,,35,
Shoah,13623,23,disc,discriminatory measures,anti Jewish measures,ES,we,had to wear,yellow arm bands we would made,"And at the police station we had to wear yellow arm bands, and we would made -- we were given picks and shovels, and we were made to work labor on the highway department, different work, whether they needed it or not, just a form of harassing.",Agency_Coercion/Necessity,Eli Stern,https://vhaonline.usc.edu/viewingPage?testimonyID=13784&returnIndex=0,yes,,23,
Shoah,13817,17,disc,personal prejudice,antisemitism,FR,the Jews,have to walk,in the street,"Other boy who played soccer on the same team than I did, for instance, pushed me off the sidewalk and said the Jews have to walk in the street.",Agency_Coercion/Necessity,Fred Roer,https://vhaonline.usc.edu/viewingPage?testimonyID=13658&returnIndex=0,yes,,17,
Shoah,13817,50,disc,discriminatory measures,anti Jewish measures,FR,You,had,curfews,You had curfews.,Orientation,Fred Roer,https://vhaonline.usc.edu/viewingPage?testimonyID=13658&returnIndex=0,yes,,51,
Shoah,13817,50,disc,discriminatory measures,anti Jewish measures,FR,You,had to have,special ID cards,You had to have special ID cards.,Agency_Coercion/Necessity,Fred Roer,https://vhaonline.usc.edu/viewingPage?testimonyID=13658&returnIndex=0,yes,,51,
Shoah,13817,50,disc,discriminatory measures,anti Jewish measures,FR,You,had to wear,your star,You had to wear your star.,Agency_Coercion/Necessity,Fred Roer,https://vhaonline.usc.edu/viewingPage?testimonyID=13658&returnIndex=0,yes,,51,
Shoah,13851,12,disc,personal prejudice,antisemitism,JG,We,could not swim,with the Gentiles in same river,We couldn't swim with the Gentiles in same -- same river.,Agency_Speculative/Modal,Joseph Gringlas,https://vhaonline.usc.edu/viewingPage?testimonyID=13986&returnIndex=0,yes,,12,
Shoah,14059,15,disc,personal prejudice,antisemitism,EW,we,used to get,snowballs thrown at us,"And wintertime, we used to get snowballs thrown at us.",Agency_Active,Ernest Weiss,https://vhaonline.usc.edu/viewingPage?testimonyID=14085&returnIndex=0,yes,,15,
Shoah,14059,15,disc,personal prejudice,antisemitism,EW,we,had,stone thrown at us,In summertime we had stone thrown at us.,Orientation,Ernest Weiss,https://vhaonline.usc.edu/viewingPage?testimonyID=14085&returnIndex=0,yes,,15,
